step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,CASH_IN,338964.91,C1591161296,5451214.77,5790179.68,C766572210,365376.39,0,0,0
1,CASH_IN,247575.4,C842331982,5790179.68,6037755.07,C1262822392,8291485.93,1.25E+07,0,0
1,CASH_IN,29467.02,C2076249476,6037755.07,6067222.09,C1749186397,322442.98,277515.05,0,0
1,CASH_IN,90340.16,C660595570,6067222.09,6157562.25,C1590550415,1.65E+07,1.92E+07,0,0
1,CASH_IN,198847.32,C1088491512,6157562.25,6356409.58,C1023714065,964679.26,1412484.09,0,0
1,CASH_IN,155075.41,C1434066477,6356409.58,6511484.99,C1971489295,1035098.36,0,0,0
1,CASH_IN,76932.89,C648315947,6511484.99,6588417.88,C1023714065,765831.94,1412484.09,0,0
1,CASH_IN,92971.79,C2117642238,6588417.88,6681389.66,C796533847,111367.94,0,0,0
1,CASH_IN,7322.98,C913242382,6681389.66,6688712.64,C146305349,64966,57643.02,0,0
1,CASH_IN,222126.95,C870322840,6688712.64,6910839.59,C1286084959,1397610.6,2107778.11,0,0
1,CASH_IN,62983.91,C837246227,6910839.59,6973823.5,C1740000325,454778.18,1363368.51,0,0
1,CASH_IN,1271.77,C173738886,6973823.5,6975095.27,C932583850,697456.73,2719172.89,0,0
1,CASH_IN,246816.65,C1262237002,6975095.27,7221911.92,C33524623,933112.37,1517262.16,0,0
1,CASH_IN,21898.97,C2029754983,7221911.92,7243810.89,C747464370,1114670.7,1567434.81,0,0
1,CASH_IN,30811.56,C1946111918,7243810.89,7274622.45,C22805895,152178,651524.92,0,0
1,CASH_IN,100275.09,C564817260,7274622.45,7374897.54,C564160838,878425.58,1254956.07,0,0
1,CASH_IN,46630.53,C194415222,7374897.54,7421528.07,C2083562754,604846.71,1186556.81,0,0
1,CASH_IN,158775.58,C798622145,7421528.07,7580303.64,C1023714065,688899.05,1412484.09,0,0
1,CASH_IN,90556.08,C638695843,7580303.64,7670859.72,C288665596,186372.86,8496.61,0,0
1,CASH_IN,173948.89,C1411543296,7670859.72,7844808.61,C1740000325,391794.27,1363368.51,0,0
1,CASH_IN,66216.71,C1800967368,7844808.61,7911025.32,C97730845,117785.88,9940339.29,0,0
1,CASH_IN,216133.99,C338887787,7911025.32,8127159.31,C747464370,1092771.73,1567434.81,0,0
1,CASH_IN,371883.82,C1061448687,8127159.31,8499043.13,C1971489295,880022.94,0,0,0
1,CASH_IN,770537.37,C2015999862,8499043.13,8499043.13,C1883840933,8499043.13,1.69E+07,0,0
1,CASH_IN,71275.47,C1467515503,8499043.13,8570318.6,C20671747,136084.66,43691.09,0,0
1,CASH_IN,336298.77,C1533330615,8570318.6,8906617.38,C1789550256,1049811.54,4619798.56,0,0
1,CASH_IN,317393.38,C1197721383,8906617.38,9224010.75,C1286084959,1175483.65,2107778.11,0,0
1,CASH_IN,181002.01,C1917082298,9224010.75,9405012.76,C1749186397,292975.96,277515.05,0,0
1,CASH_IN,311449.38,C1639765351,9405012.76,9716462.14,C1789550256,713512.77,4619798.56,0,0
1,CASH_IN,270824.42,C478209179,9716462.14,9987286.56,C1816757085,8515810.04,1.07E+07,0,0
1,PAYMENT,1449.03,C1166230227,80983,79533.97,M365056339,0,0,0,0
1,PAYMENT,3551.48,C307411297,1015017.79,1011466.31,M166536076,0,0,0,0
1,CASH_OUT,227768.63,C1445424568,1011466.31,783697.68,C1023714065,530123.48,1412484.09,0,0
1,CASH_OUT,172986.7,C1374217958,783697.68,610710.98,C33524623,686295.71,1517262.16,0,0
1,PAYMENT,4940.2,C1459016715,48005,43064.8,M912747546,0,0,0,0
1,PAYMENT,2755.96,C1530957251,20987,18231.04,M1292472219,0,0,0,0
